Module                         | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem   | CUDA Mem | FLOPs        | Parameters | Calls
-------------------------------|---------------|-----------|----------------|-----------|-----------|----------|--------------|------------|------
VisionTransformer              |               |           |                |           |           |          |              |            |      
   ├── conv_proj               | 1.470ms       | 5.834ms   | 0.000ns        | 0.000ns   | 7.50 Mb   | 0 b      | 603.98MFLOPs | 590.59K    | 1    
   ├── encoder                 |               |           |                |           |           |          |              |            |      
   │  ├── dropout              | 1.800us       | 1.800us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  ├── layers               |               |           |                |           |           |          |              |            |      
   │  │  ├── encoder_layer_0   |               |           |                |           |           |          |              |            |      
   │  │  │  ├── ln_1           | 315.000us     | 626.500us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.600us       | 1.600us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 167.100us     | 332.400us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |              |            |      
   │  │  │  │  ├── 0           | 3.095ms       | 6.481ms   | 0.000ns        | 0.000ns   | 12.75 Mb  | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  ├── 1           | 377.800us     | 377.800us | 0.000ns        | 0.000ns   | 6.38 Mb   | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 3.140ms       | 6.896ms   | 0.000ns        | 0.000ns   | 3.19 Mb   | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.300us       | 1.300us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_1   |               |           |                |           |           |          |              |            |      
   │  │  │  ├── ln_1           | 243.700us     | 490.567us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.500us       | 1.500us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 150.800us     | 297.083us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |              |            |      
   │  │  │  │  ├── 0           | 2.251ms       | 4.755ms   | 0.000ns        | 0.000ns   | 12.75 Mb  | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  ├── 1           | 530.700us     | 530.700us | 0.000ns        | 0.000ns   | 6.38 Mb   | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 1.600us       | 1.600us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 2.309ms       | 4.856ms   | 0.000ns        | 0.000ns   | 3.19 Mb   | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.500us       | 1.500us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_2   |               |           |                |           |           |          |              |            |      
   │  │  │  ├── ln_1           | 301.100us     | 599.633us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.600us       | 1.600us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 199.200us     | 396.700us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |              |            |      
   │  │  │  │  ├── 0           | 2.813ms       | 5.928ms   | 0.000ns        | 0.000ns   | 12.75 Mb  | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  ├── 1           | 423.900us     | 423.900us | 0.000ns        | 0.000ns   | 6.38 Mb   | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 1.300us       | 1.300us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 2.628ms       | 5.369ms   | 0.000ns        | 0.000ns   | 3.19 Mb   | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_3   |               |           |                |           |           |          |              |            |      
   │  │  │  ├── ln_1           | 326.100us     | 653.933us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.500us       | 1.500us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 334.100us     | 666.533us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |              |            |      
   │  │  │  │  ├── 0           | 3.091ms       | 6.419ms   | 0.000ns        | 0.000ns   | 12.75 Mb  | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  ├── 1           | 375.600us     | 375.600us | 0.000ns        | 0.000ns   | 6.38 Mb   | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.947ms       | 4.200ms   | 0.000ns        | 0.000ns   | 3.19 Mb   | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_4   |               |           |                |           |           |          |              |            |      
   │  │  │  ├── ln_1           | 326.800us     | 653.183us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.500us       | 1.500us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 227.500us     | 449.917us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |              |            |      
   │  │  │  │  ├── 0           | 2.220ms       | 4.578ms   | 0.000ns        | 0.000ns   | 12.75 Mb  | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  ├── 1           | 399.600us     | 399.600us | 0.000ns        | 0.000ns   | 6.38 Mb   | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 2.122ms       | 4.609ms   | 0.000ns        | 0.000ns   | 3.19 Mb   | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_5   |               |           |                |           |           |          |              |            |      
   │  │  │  ├── ln_1           | 264.300us     | 527.917us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.400us       | 1.400us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 284.400us     | 564.517us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |              |            |      
   │  │  │  │  ├── 0           | 1.901ms       | 3.975ms   | 0.000ns        | 0.000ns   | 12.75 Mb  | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  ├── 1           | 442.900us     | 442.900us | 0.000ns        | 0.000ns   | 6.38 Mb   | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 1.100us       | 1.100us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 2.104ms       | 4.471ms   | 0.000ns        | 0.000ns   | 3.19 Mb   | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_6   |               |           |                |           |           |          |              |            |      
   │  │  │  ├── ln_1           | 279.900us     | 556.267us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.300us       | 1.300us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 239.900us     | 478.450us | 0.000ns        | 0.000ns   | 4.79 Mb   | 0 b      | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |              |            |      
   │  │  │  │  ├── 0           | 1.948ms       | 4.030ms   | 0.000ns        | 0.000ns   | 12.75 Mb  | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  ├── 1           | 384.100us     | 384.100us | 0.000ns        | 0.000ns   | 6.38 Mb   | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 1.400us       | 1.400us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.880ms       | 3.975ms   | 0.000ns        | 0.000ns   | 3.19 Mb   | 0 b      | 2.57GFLOPs   | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.000us       | 1.000us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_7   |               |           |                |           |           |          |              |            |      
