Module                         | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem   | CUDA Mem | FLOPs       | Parameters | Calls
-------------------------------|---------------|-----------|----------------|-----------|-----------|----------|-------------|------------|------
VisionTransformer              |               |           |                |           |           |          |             |            |      
   ├── conv_proj               | 468.700us     | 1.832ms   | 0.000ns        | 0.000ns   | 240.00 Kb | 0 b      | 18.87MFLOPs | 590.59K    | 1    
   ├── encoder                 |               |           |                |           |           |          |             |            |      
   │  ├── dropout              | 1.500us       | 1.500us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  ├── layers               |               |           |                |           |           |          |             |            |      
   │  │  ├── encoder_layer_0   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 124.000us     | 244.317us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 700.000ns     | 700.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 86.200us      | 170.250us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 397.400us     | 858.200us | 0.000ns        | 0.000ns   | 408.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 111.900us     | 111.900us | 0.000ns        | 0.000ns   | 204.00 Kb | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 900.000ns     | 900.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 325.100us     | 639.050us | 0.000ns        | 0.000ns   | 102.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 900.000ns     | 900.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_1   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 93.000us      | 184.967us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 900.000ns     | 900.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 77.900us      | 153.050us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 360.800us     | 772.100us | 0.000ns        | 0.000ns   | 408.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 114.600us     | 114.600us | 0.000ns        | 0.000ns   | 204.00 Kb | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 700.000ns     | 700.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 288.000us     | 568.750us | 0.000ns        | 0.000ns   | 102.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 900.000ns     | 900.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_2   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 621.500us     | 1.241ms   | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.000us       | 1.000us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 97.400us      | 191.983us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 405.400us     | 887.050us | 0.000ns        | 0.000ns   | 408.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 151.600us     | 151.600us | 0.000ns        | 0.000ns   | 204.00 Kb | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 1.400us       | 1.400us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 337.600us     | 664.750us | 0.000ns        | 0.000ns   | 102.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.000us       | 1.000us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_3   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 100.500us     | 200.083us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.400us       | 1.400us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 151.900us     | 309.050us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 427.700us     | 915.350us | 0.000ns        | 0.000ns   | 408.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 135.100us     | 135.100us | 0.000ns        | 0.000ns   | 204.00 Kb | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 1.600us       | 1.600us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 401.600us     | 796.350us | 0.000ns        | 0.000ns   | 102.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_4   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 109.200us     | 214.733us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 79.900us      | 158.400us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 520.400us     | 1.190ms   | 0.000ns        | 0.000ns   | 408.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 137.400us     | 137.400us | 0.000ns        | 0.000ns   | 204.00 Kb | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 1.300us       | 1.300us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 408.300us     | 818.100us | 0.000ns        | 0.000ns   | 102.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 900.000ns     | 900.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_5   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 130.700us     | 258.850us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 900.000ns     | 900.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 100.400us     | 198.900us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 337.500us     | 733.050us | 0.000ns        | 0.000ns   | 408.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 135.000us     | 135.000us | 0.000ns        | 0.000ns   | 204.00 Kb | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 1.200us       | 1.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 384.200us     | 762.650us | 0.000ns        | 0.000ns   | 102.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.000us       | 1.000us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_6   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 146.300us     | 291.317us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 900.000ns     | 900.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 87.700us      | 173.333us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 448.500us     | 959.300us | 0.000ns        | 0.000ns   | 408.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 114.300us     | 114.300us | 0.000ns        | 0.000ns   | 204.00 Kb | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 800.000ns     | 800.000ns | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 358.300us     | 711.300us | 0.000ns        | 0.000ns   | 102.00 Kb | 0 b      | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.000us       | 1.000us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_7   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 109.900us     | 218.233us | 0.000ns        | 0.000ns   | 153.27 Kb | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
